,author,album,title,lyrics
171,Joaquín Sabina,Malas compañías,Pasándolo bien,"Creen porque la gente no habla, ya de mí
Que estoy más acabado que Antonio Machín
Dense prisa si me quieren enterrar
Pues tengo la costumbre de resucitar
Y salgo del nicho cantando
Y salgo vivo y coleando
Pero pasando, eh, eh, eh

Pasando de críticos, pasando de místicos
Pasándolo bien
Pasando de bodas, pasando de modas
Pasándolo bien
Pasando de miedos, pasando de credos
Pasándolo bien

Hay también quien se dedica a disparar
Balas que me rozan pero no me dan
Al paso que vamos me figuro que
Cumpliré más años que Matusalén
Muriendo y resucitando
Sigo vivo y coleando
Pero pasando, eh, eh, eh

Pasando de mitos, pasando de gritos
Pasándolo bien
Pasando de puros, pasando de duros
Pasándolo bien
Pasando de cultos, pasando de insultos
Pasándolo bien

...

Pasando de insectos, pasando de ineptos
Pasándolo bien
Pasando de novias, pasando de fobias
Pasándolo bien
Pasando de atletas, pasando de anfetas
Pasándolo bien

Pasando de gafes, pasando de catres
Pasándolo bien
Pasando de pili, pasando de mili
Pasándolo bien
Pasando de lemas, pasando de esquemas
Pasándolo bien

Pasando, pasando, pasándolo bien"
172,Joaquín Sabina,Física y química,Pastillas Para No Soñar,
173,Joaquín Sabina,Dímelo en la calle,Peces de ciudad,
174,Joaquín Sabina,,Peces de Ciudad - Bonus Track Ensayos,
175,Joaquín Sabina,El hombre del traje gris,Peligro de incendio,"Hay una espalda que me está mirando
Hay una nuca que se está dejando acariciar por mí
Hay unos ojos que no saben nada
Hay unos labios que, de madrugada, me dirán que sí
Hay una luna llena en ese escote
Una pupila fija en el capote de la excitación
Hay un reloj que siempre da las cinco
Hay una hormiga que anda dando brincos por mi pantalón
Hay un imbécil bailando con ella
Hay otra lengua lamiendo la huella que deja su pie
Hay una llave, un hall, una escalera
Hay un pecado que no sé qué diera yo por cometer
Hay una moto que me están vendiendo
Unas caderas que andan exigiéndome imaginación
Hay un talón, un culo, una rodilla
Hay una risa haciendome cosquillas en el corazón
Hay un peligro de incendio esta noche
En el asiento trasero de un coche
Se quema una pareja en el tercero
No seré yo quien llame a los bomberos
Hay un veneno que se le parece
Hay unas medias que ocultan, que ofrecen, que niegan, que dan

Hay un mohín , un tal vez, una pose
Hay una falda mintiéndome: no se la vas a quitar
Hay una cremallera arrepentida
¿dónde diablos estará escondida la maldita luz?
Hay una mano, un brazo, un hombro, un codo
Hay una boca que lo dice todo sin decir ni mú
Hay manchas de carmín en la almohada
Hay un conserje que no ha visto nada si le das dos mil
Hay una copa que se está vaciando
Hay unos dedos que me están quitando la chaqueta gris
Hay un teléfono recien cortado
Una pintada oscena en el lavabo al lado del bidet
Hay una cruz absurda sobre el lecho
Hay un espejo en cada techo para verse del revés
Hay una puerta que se está cerrando
Hay unos pechos que se van librando del sujetador
Hay un infierno que me está esperando
Hay una cama que se está empapando con nuestro sudor
Hay un peligro de incendio esta noche
En el asiento trasero de un coche
Se quema una pareja en el tercero
No seré yo quien llame a los bomberos"
176,Joaquín Sabina,Física y química,Peor Para El Sol,"¿Qué adelantas sabiendo mi nombre?
Cada noche tengo uno distinto
Y, siguiendo la voz del instinto
Me lanzo a buscar...
Imagino, preciosa, que un hombre
Algo más, un amante discreto
Que se atreva a perderme el respeto...
¿No quieres probar?
Vivo justo detrás de la esquina
No me acuerdo si tengo marido
Si me quitas con arte el vestido
Te invito a champán
Le solté al barman mil de propina
Apuré la cerveza de un sorbo
(Acertó quien ""el templo del morbo""
Le puso a este bar)

Peor para el sol
Que se mete a las siete en la cuna
Del mar a roncar
Mientras un servidor
Le levanta la falda a la luna

Al llegar al portal nos buscamos
Como dos estudiantes en celo
Un piso antes del séptimo cielo
Se abrió el ascensor...
Nos sirvió para el ultimo gramo
El cristal de su foto de boda
No falto ni el desfile de moda
De ropa interior
En mi casa no hay nada prohibido
Pero no vayas a enamorarte
Con el alba tendrás que marcharte
Para no volver
Olvidando que me has conocido
Que una vez estuviste en mi cama...
Hay caprichos de amor que una dama
No debe tener

Es mejor -le pedí- que te calles
No me gusta invertir en quimeras
Me han traído hasta aquí tus caderas
No tu corazón
Y después... ¿para qué más detalles?
Ya sabéis... copas, risas, excesos
¿Cómo van a caber tantos besos
En una canción?
Volví al bar a la noche siguiente
A brindar con su silla vacía
Me pedí una cerveza bien fría
Y entonces no sé
Si soñé o era suya la ardiente
Voz que me iba diciendo al oído:
Me moría de ganas, querido
De verte otra vez"
177,Joaquín Sabina,19 días y 500 noches,Pero qué hermosas eran,
178,Joaquín Sabina,500 Noches para una Crisis (En Directo),Pero Que Hermosas Eran (Directo),"[Letra de ""Pero Que Hermosas Eran (Directo)""]

Mi primera mujer era una arpía
Pero, muchacho
El punto del gazpacho
Joder si lo tenía
Se llamaba... digamos que Sofía
Un mal día
Me puso las maletas
A los pies de la estatua de un poeta
Que está, inmortalizado
En su glorieta
Después de, no se asombren
Registrar a su nombre
Mi chalet adosado
Mi visa, mi pasado
Su prisa y su futuro
Dejándome tirado
Y sin un duro
La gota que colmó
Damas y caballeros
El vaso de su amor
Fue de colesterol
Harto, tras dos infartos
De acercarme al tercero...
Al sístole y al diástole
De mi corazón
Le puse un marcapasos
Que andaba con retraso
Haciendo interferencias
En la frecuencia
Del televisor
Desde que la perdí
Hasta hoy, pobre de mí
Cada vez más borracho
Ruedo de mostrador
En mostrador:
Jefe: ¿tienen gazpacho?
Pero... qué hermosa era
Cuando iba de mi brazo por la acera
¿ustedes me han mirado?
Pedirle a ese bombón que me quisiera
¿no les parece que era
Pedirle demasiado?

Mi segunda mujer
Era una bruja
Y yo, tan mamarracho, que besaba
El suelo que pisaba
Se llamaba... digamos que Maruja
Aquel día
Volví pronto del tajo
Y, en mi cama
Debajo
De un idiota
Una dama
En pelotas
Se lo hacía
Y yo que nunca había
Estado en una orgía
Quitándome las botas
Me dije: ""ésta es la mía""
Y tanto que lo era
La del tacón de aguja
Era Maruja
""Entre ese idiota y yo
Cual Júpiter tronante
Tú eliges"" dije yo
¿que qué me contestó?
Sin dudarlo un instante
""me voy con el idiota""
Y ustedes, que creían
Que el idiota era yo
Pues no
La muy pendón
Se iba y se venía
Poniéndose las botas
Con el menos idiota
De los dos
Y ¿saben qué les digo?
Aquel idiota y yo
Nos hicimos amigos
El día que Maruja nos dejó...
Por otro idiota
Pero... qué hermosas eran
Mi segunda mujer y la primera
¿Ustedes me han mirado?
Pedirles, además, que me quisieran
¿no les parece que era
Pedirles demasiado?

Mi tercera mujer era, señores
De todos los amores
Que he perdido
El que más me ha dolido
¿Adivinan? Se llamaba Dolores
Pero, el día
De mi cumple, mi amorcito
Me dijo: ""Aunque eres malo
Joaquinito
Te traigo, de regalo
Un regalito""
Con su santa inconsciencia
Se declaró en estado
Y yo, que había jurado
Morir sin descendencia
Como murió mi padre
A la futura madre
Consternado:
""¡Hay dolores que matan!""
Le grité dolorido
""¿Y no se te ha ocurrido
Pensar que tu marido
Hubiera preferido
Otra corbata?""
Fue niña, niña pija
¡ni siquiera varón!
Por fin, con veinte años
Se la llevó un extraño
Y no perdí una hija
Gané un cuarto de baño
¡Con perdón!
Sofía me aliñaba
Maruja me adornó
Ya solo me faltaba
Tomar clases de parto sin dolor
Y con Dolores
Pero... qué hermosas eran las tres
Y, sobre todo, la tercera
¿Ustedes me han mirado?
Pedirles, además, que me quisieran
¿No les parece que era
Pedirles demasiado?"
179,Joaquín Sabina,Alivio de luto,Pie de guerra,
180,Joaquín Sabina,Ruleta rusa,Pisa el acelerador,
181,Joaquín Sabina,Mentiras piadosas,Pobre Cristina,"[Letra de ""Pobre Cristina""]

Era tan pobre
Que no tenía más que dinero
Besos de sobre
Herencia de su padre el naviero
Anfetaminas
Y alcohol desayunó miss Onassis
Pobre Cristina
Que al fin logró quedarse en el chasis
Sólo yo sé que dice la pura verdad
Cuando jura que toda su fortuna daría
Por echarse un noviete aburrido y formal
Por entrar de oficiala en una peluquería

Cris, Cris, Cristina
Suspira y fantasea
Con que la piropea
Un albañil
Cris, Cris, Cristina
Que un botones vea
Si le puede conseguir
Pastillas para dormir

Corazón tierno
Los dueños del verano la miman
Pero el invierno
No se lo saca nunca de encima
Con su cara de dólar
Ha amortizado varios maridos
Pero siempre está sola
Poniéndole una vela a cupido
De la isla de Scorpios en yate a New York
Del gran baile de Mónaco a cenar en Maxim's
Guardaespaldas armados la sacan del Rolls
Un amante alquilado le calienta la suite

Cris, Cris, Cristina
Dirige una oficina
Tumbada en la piscina
De Incosol
Cris, Cris, Cristina
Aunque se derrita
Empapadita de sudor
No se quita el albornoz

Mil y un tipejos
Las flechas del amor le disparan
Solo el espejo
Le escupe la verdad a la cara
Nadie le advierte
Que al cielo no se va en limusina
Que mala suerte
Que no acepte la muerte propinas
Vale más ser la hija de fulano de tal
Que la niña mimada de los ojos de Ari
Pesa tanto la sombra de papá superman
Míralo en esa foto organizando un safari"
182,Joaquín Sabina,Malas compañías,Pongamos que hablo de Madrid,"Allí donde se cruzan los caminos
Donde el mar no se puede concebir
Donde regresa siempre el fugitivo
Pongamos que hablo de Madrid

Donde el deseo viaja en ascensores
Un agujero queda para mí
Que me dejo la vida en sus rincones...

Las niñas ya no quieren ser princesas
Y a los niños les da por perseguier el mar
Dentro de un vaso de ginebra...

Los pájaros visitan al psiquiatra
Las estrellas se olvidan de salir
La muerte pasa en ambulancias blancas...

El sol es una estufa de butano
La vida un metro a punto de partir
Hay una jeringa en el lavabo...

Cuando la muerte venga a visitarme
No me despiertes, déjame dormir
Aquí he vivido, aquí quiero quedarme"
183,Joaquín Sabina,Mentiras piadosas,Ponme un trago más,
184,Joaquín Sabina,Lo Niego Todo,Por Delicadeza,"[Letra de ""Por Delicadeza""]

Me acusas de jugar siempre al empate
Me acusas de no presentar batalla
Me acusas de empezar cada combate
Tirando la toalla

Me acusas de tomarte de rehén
Te acuso de quererme a sangre fría
Me acusas de afina la puntería
Hiriéndome en la sien

Pero aquí sigo estando ya lo ves
Salvado por la campana
Con mi nombre en tu diana
Con tu boca en la manzana
Del árbol de Lucifer

Porque a veces no basta un porque sí
Prefiero seguir dudando
Entre el depende y el cuándo
Entre lo duro y lo blando
Ni tan puro ni tan ruin

Me acusas de abrazarte al por menor
De barajar las cartas boca abajo
Me acusas de encontrar siempre un atajo
Para tratarnos peor

Me acusas de no dar nunca la cara
Me acusas de escupir mirando al cielo
Me acusas de que mi arma no dispara
Más que balas de hielo

Pero aquí sigo estando ya lo ves
Salvado por la campana
Con mi nombre en tu diana
Con tu boca en la manzana
Del árbol de Lucifer

Porque a veces no basta un porque sí
Prefiero seguir dudando
Entre el depende y el cuándo
Entre lo duro y lo blando
Ni tan puro ni tan ruin

Me acusas de quererte y no buscarte
Me acusas de incendiarte la cabeza
Ayer te quise por amor al arte
Hoy por delicadeza"
185,Joaquín Sabina,,Por El Boulevar De Los SueñOs Rotos,"En el bulevar de los suea±os rotos
Vive una dama de poncho rojo
Pelo de plata y carne morena
Mestiza ardiente de lengua libre
Gata valiente de piel de tigre
Con voz de rayo de luna llena
Por el bulevar de los suea±os rotos
Pasan de largo los terremotos
Y hay un tequila por cada duda
Cuando Agusta­n se sienta al piano
Diego Rivera, la¡piz en mano
Dibuja a Frida Kahlo desnuda
Se escapa³ de ca¡rcel de amor
De un delirio de alcohol
De mil noches en vela
Se deja³ el coraza³n en Madrid
¡quien supiera rea­r
Como llora Chavela!
Por el bulevar de los suea±os rotos
Desconsolados van los devotos
De San Antonio pidiendo besos
Ponme la mano aqua­ Macorina
Rezan tus fieles por las cantinas
Paloma Negra de los excesos
Por el bulevar de los suea±os rotos
Moja una la¡grima antiguas fotos
Y una cancia³n se burla del miedo
Las amarguras no son amargas
Cuando las canta Chavela Vargas
Y las escribe un tal Josa Alfredo

(Estribillo)
Las amarguras no son amargas
Cuando las canta Chavela Vargas
Y las escribe un tal Josa Alfredo

(Estribillo)
Por el boulevar de los suea±os rotos"
186,Joaquín Sabina,,Por El Bulevar De Los SueÃ±os Rotos - 1814384,
187,Joaquín Sabina,Esta boca es mía,Por el bulevar de los sueños rotos,"En el bulevar de los sueños rotos
Vive una dama de poncho rojo
Pelo de plata y carne morena
Mestiza ardiente de lengua libre
Gata valiente de piel de tigre
Con voz de rayo de luna llena

Por el bulevar de los sueños rotos
Pasan de largo los terremotos
Y hay un tequila por cada duda
Cuando Agustín se sienta al piano
Diego Rivera, lápiz en mano
Dibuja a Frida Kahlo desnuda

Se escapó de una cárcel de amor
De un delirio de alcohol
De mil noches en vela
Se dejó el corazón en Madrid
¡quién supiera reír
Como llora Chavela!

Por el bulevar de los sueños rotos
Desconsolados van los devotos
De San Antonio pidiendo besos
Ponme la mano aquí Macorina
Rezan tus fieles por las cantinas
Paloma Negra de los excesos

Por el bulevar de los sueños rotos
Moja una lágrima antiguas fotos
Y una canción se burla del miedo
Las amarguras no son amargas
Cuando las canta Chavela Vargas
Y las escribe un tal José Alfredo

(Estribillo)
Las amarguras no son amargas
Cuando las canta Chavela Vargas
Y las escribe un tal José Alfredo

(Estribillo)
Por el boulevar de los sueños rotos..."
188,Joaquín Sabina,Ruleta rusa,Por el túnel,"Regreso al tiempo en que te conocí
Cuando el mundo acababa en tu jardín
Yo era el cow-boy más duro de la Unión
Y tú la bailarina del salón
Todas te aventajaban en virtud
Pero ninguna daba lo que tú
Un día volaste, alguien me contó
Que has echo del amor tu profesión

Desde que aquel invierno terminó
Desde que aquel amigo se esfumó
Desde que comenzaste a resbalar
Desde que decidiste abandonar
Por el túnel que lleva donde crece
La más oscura flor de la ciudad

Yo sigo igual que siempre, en Madrid
Las cosas no dan mucho más de si
Un día te llamo y vamos a cenar
Espero me harás un precio especial
El resto de la banda se perdió
El maldito reloj lo engulló
Hacen quinielas, hijos, van al bar
Tu oficio no es peor que los demás

(Estribillo)"
189,Joaquín Sabina,"Yo, mí, me, contigo",Postal de la Habana,
190,Joaquín Sabina,Lo Niego Todo,Postdata,
191,Joaquín Sabina,Juez y parte,Princesa,"[Verse 1]
Entre la cirrosis y la sobredosis
Andas siempre muñeca
Con tu sucia camisa
Y en lugar de sonrisa
Una especie de mueca

Cómo no imaginarte
Cómo no recordarte
Hace apenas dos años
Cuando eras la princesa
De la boca de fresa
Cuando tenías aún esa
Forma de hacerme daño

[Chorus]
Ahora es demasiado tarde, princesa
Búscate otro perro que te ladre, princesa

[Verse 2]
Maldito sea el gurú
Que levantó entre tú
Y yo un silencio oscuro
Del que ya solo sales
Para decirme, ""vale
Déjame veinte duros""

Ya no te tengo miedo
Nena, pero no puedo
Seguirte en tu viaje
Cúantas veces hubiera
Dado la vida entera
Porque tú me pidieras
Llevarte el equipaje

[Chorus]
Ahora es demasiado tarde, princesa
Búscate otro perro que te ladre, princesa

[Verse 3]
Tú que sembraste en todas
Las islas de la moda
Las flores de tu gracia
Cómo ibas a perderte
La aventura de una muerte
Con asalto a farmacia

Con qué ley condenarte
Si somos juez y parte
Todos de tus andanzas
Sigue con tus movidas, reina
Pero no pidas
Que me pase la vida
Pagándote fianzas

[Chorus]
Ahora es demasiado tarde, princesa
Búscate otro perro que te ladre, princesa
¿No ves que ahora es demasiado tarde, princesa?
Búscate otro perro que te ladre, princesa
Mira, ahora es demasiado tarde, princesa
Búscate otro perro que te ladre, princesa
Ahora es demasiado tarde, princesa
Búscate otro perro que te ladre, princesa"
