file_name,description,documentation,chapter
q02170,"U.S. Gross Private Domestic Investment in New Construction, Residential Nonfarm, Dept. of Commerce, Original Data 03/1939 - 12/1967","VAR 0298      02170 PVT RES  R 939-967               MD= 1E-37
REF 0298         LOC  538 WIDTH  9             DK   9 COL 44-52
EXP DEC=  1

GROSS PRIVATE DOMESTIC INVESTMENT IN NEW CONSTRUCTION,
RESIDENTIAL NONFARM, DEPT. OF COMMERCE, ORIGINAL DATA
------------------------------------------------------

NBER SERIES:  02170
AREA COVERED:  U.S.
UNITS:  BILLION CURRENT DOLLARS AT ANNUAL RATE
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  03/1939 - 12/1967
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  PUBLICATIONS OF U.S. DEPT. OF COMMERCE, OFFICE OF
BUSINESS ECONOMICS:""SURVEY OF CURRENT BUSINESS"" AND
NATIONAL INCOME SUPPLEMENTS

NOTES:  THIS SERIES IS A COMPONENT OF GROSS PRIVATE DOMESTIC
INVESTMENT, INCLUDED IN THE NATIONAL INCOME AND PRODUCT
ACCOUNTS PREPARED BY THE NATIONAL INCOME DIVISION, OFFICE OF
BUSINESS ECONOMICS, U.S. DEPT. OF COMMERCE.
CHANGES IN ESTIMATION PROCEDURES AND DEFINITIONS
RESULTED IN A BREAK IN COMPARABILITY IN 1946.  THE DATA
PRESENTED HERE, HOWEVER, HAVE BEEN ADJUSTED BY THE NBER TO
FORM A CONTINUOUS SERIES, BY APPLYING A 1.25909 RAISING
FACTOR TO THE EARLIER SEGMENT.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",02
q02171a,"U.S. Gross Private Domestic Investment in Structures Other Than Residential Nonfarm, Office of Business Economics 03/1939-12/1960","VAR 0051      02171 PVT STRC R 939-960               MD= 1E-37
REF 0051         LOC  439 WIDTH  9             DK   7 COL 71-79
EXP DEC=  1

GROSS PRIVATE DOMESTIC INVESTMENT IN STRUCTURES OTHER THAN
RESIDENTIAL NONFARM, OFFICE OF BUSINESS ECONOMICS
----------------------------------------------------------

NBER SERIES:  02171
AREA COVERED:  U.S. (SEE NOTE)
UNITS:  BILLION CURRENT DOLLARS, ANNUAL RATE
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  03/1939-12/1960
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  1939-45,""NATIONAL INCOME,"" 1954 ED., SUPPLEMENT TO
""SURVEY OF CURRENT BUSINESS,"" DEPT. OF COMM.; 1946 F.F.,
""U.S. INCOME & OUTPUT,"" SUPPLEMENT TO ""SURVEY OF CURRENT
BUSINESS"" (NOV. 1958), AND""SURVEY OF CURRENT BUSINESS""

NOTES:  SERIES 02171 HAS BEEN DECOMPOSED INTO 3 VARIABLES,
AS FOLLOWS:  (1) ORIGINAL DATA, OLD SERIES, 1939-60; (2)
ORIGINAL DATA, REVISED SERIES, 1946-67; (3) ANNUAL DATA,
REVISED SERIES, 1929-63.
THIS SERIES REPRESENTS PART OF THE
INVESTMENT-IN-STRUCTURES COMPONENT OF GROSS PRIVATE DOMESTIC
INVESTMENT INCLUDED IN THE NATIONAL INCOME AND PRODUCTS
ACCOUNTS, PREPARED BY NATIONAL INCOME DIVISION, OFFICE OF
BUSINESS ECONOMICS, U.S. DEPARTMENT OF COMMERCE.
MAJOR REVISIONS OF THESE ACCOUNTS IN 1965 (""REVISED
SERIES"") PROVIDED ESTIMATES OF FIXED INVESTMENT IN
NONRESIDENTIAL, NONFARM RESIDENTIAL, AND FARM RESIDENTIAL
STRUCTURES, ANNUALLY FROM 1929 AND QUARTERLY FROM 1946.
SERIES 02171 IS THE SUM OF NONRESIDENTIAL AND FARM
RESIDENTIAL.  FOR FURTHER DETAILS, SEE LIPSEY & PRESTON, PP.
272-73, AND THE SOURCES CITED ABOVE.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",02
q02171b,"U.S. Gross Private Domestic Investment in Structures Other Than Residential Nonfarm, Office of Business Economics 03/1946-12/1967","VAR 0052      02171 PVT STRC R 946-967               MD= 1E-37
REF 0052         LOC  448 WIDTH  9             DK   8 COL 17-25
EXP DEC=  1

GROSS PRIVATE DOMESTIC INVESTMENT IN STRUCTURES OTHER THAN
RESIDENTIAL NONFARM, OFFICE OF BUSINESS ECONOMICS
----------------------------------------------------------

NBER SERIES:  02171
AREA COVERED:  U.S. (SEE NOTE)
UNITS:  BILLION CURRENT DOLLARS, ANNUAL RATE
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  03/1946-12/1967
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  1946-63,""NATIONAL INCOME AND PRODUCT ACCOUNTS OF
THE UNITED STATES, 1929-65"" SUPPLEMENT TO THE SURVEY OF
CURRENT BUSINESS (AUGUST 1966); 1963 F.F.,""SURVEY OF
CURRENT BUSINESS""

NOTES:  SERIES 02171 HAS BEEN DECOMPOSED INTO 3 VARIABLES,
AS FOLLOWS:  (1) ORIGINAL DATA, OLD SERIES, 1939-60; (2)
ORIGINAL DATA, REVISED SERIES, 1946-67; (3) ANNUAL DATA,
REVISED SERIES, 1929-63.
SEE V171

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",02
q02261,"U.S. Vacancy Rate in General Housing, Original Data FIRST, 1956 - SECOND, 1967","VAR 0880      02261 RNTL VAC R 956-967               MD= 1E-37
REF 0880         LOC 2842 WIDTH  9             DK  46 COL 17-25
EXP DEC=  1

VACANCY RATE IN GENERAL HOUSING, ORIGINAL DATA
----------------------------------------------

NBER SERIES: 02261
AREA COVERED: UNITED STATES
UNITS: PERCENT
ANNUAL COVERAGE: NONE
QUARTERLY COVERAGE: FIRST, 1956 - SECOND, 1967
MONTHLY COVERAGE: NONE
SEASONAL ADJUSTMENT: NONE
SOURCE: U.S. BUREAU OF CENSUS, DEPARTMENT OF COMMERCE,
""BUSINESS CYCLE DEVELOPMENTS"" (CURRENT NAME: ""BUSINESS
CONDITIONS DIGEST""), SERIES 857.

ORIGINALS MISSING; NOT PROOFREAD.

",02
a03003b,"U.S. Revenue Per Freight Ton-Mile, All Railroads 1888-1935","VAR 0184      03003B VE NUE 1R 888-935               MD= 1E-37
REF 0184         LOC 1617 WIDTH  9             DK  26 COL 44-52
EXP DEC=  3

REVENUE PER FREIGHT TON-MILE, ALL RAILROADS
-------------------------------------------

NBER SERIES:  03003B
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  1888-1935
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION, DATA FOR 1888-1889:
""STATISTICS OF RAILWAYS"", 1893, P. 63;  DATA FOR 1890-1935:
""STATISTICS OF RAILWAYS, 1926 PP. CI, CII; 1935, P. 5-113
(STATEMENT #53, FOR BOTH YEARS).

NOTES:  DATA FOR 1908-1935 EXCLUDE SWITCHING AND TERMINAL
COMPANIES.
DATA FOR 1888-1916 REPRESENT FISCAL YEAR FIGURES WITH
YEAR ENDING JUNE 30 OF YEAR NAMED; DATA FOR 1917-1935
REPRESENT CALENDAR YEARS.
THE FIGURE FOR 1913 INCLUDES CLASS I AND II RAILROADS
ONLY.

CHECKED MANUALLY; CORRECTED 1/15/94.


",03
a03003ca,U.S. Railroad Revenue Freight Ton-Miles 1890-1916,"VAR 0035      03003C RAILRO 1R 890-916               MD= 1E-37
REF 0035         LOC  276 WIDTH  9             DK   5 COL 26-34
EXP DEC=  1

RAILROAD REVENUE FREIGHT TON-MILES
----------------------------------

NBER SERIES:  03003C
AREA COVERED:  U.S.
UNITS:  BILLION OF TON-MILES
ANNUAL COVERAGE:  1890-1916
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION,""STATISTICS OF
RAILWAYS IN THE UNITED STATES FOR 1943,"" P. 150, PUBLISHED
1945

NOTES:  SERIES IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1890-1916  (2)--ORIGINAL
DATA, 1916-1943.
DATA ARE FOR CLASS I, II, AND III RAILWAYS. THE YEAR
END IS JUNE 30.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003cb,U.S. Railroad Revenue Freight Ton-Miles 1916-1943,"VAR 0036      03003C RAILRO 1R 916-943               MD= 1E-37
REF 0036         LOC  285 WIDTH  9             DK   5 COL 35-43
EXP DEC=  1

RAILROAD REVENUE FREIGHT TON-MILES
----------------------------------

NBER SERIES:  03003C
AREA COVERED:  U.S.
UNITS:  BILLIONS OF TON MILES
ANNUAL COVERAGE:  1916-1943
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION,""STATISTICS OF
RAILWAYS IN THE UNITED STATES FOR 1943,"" P. 150, PUBLISHED
1945

NOTES:  SERIES IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1890-1916  (2)--ORIGINAL
DATA, 1916-1943.
DATA ARE FOR CLASS I, II, AND III RAILWAYS.  THE YEAR
ENDS DECEMBER 31.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003d,"U.S. Revenue Per Freight Ton-Mile, All Railroads 1882-1911","VAR 0185      03003D REV ER 1R 882-911               MD= 1E-37
REF 0185         LOC 1626 WIDTH  9             DK  26 COL 53-61
EXP DEC=  3

REVENUE PER FREIGHT TON-MILE, ALL RAILROADS
-------------------------------------------

NBER SERIES:  03003D
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  1882-1911
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1890, PP. XIII-XIV;
1891, PP. XIII; 1900, P. 1; 1905, P. II;  1910, PP. CIX,
CVII; 1912, PP. CXXXIV-CXLVIII.

NOTES:  DATA FOR 1882-1911 WERE CHECKED BY DIVIDING FREIGHT
EARNINGS BY TON-MILES.
THE FIGURE FOR 1894 WAS GIVEN AS .864, WHICH DOES NOT
CHECK; THEREFORE IT WAS CORRECTED BY NBER TO .852.
FISCAL YEARS OF REPORTING COMPANIES VARY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003e,"U.S. Revenue Tons of Freight Carried One Mile, All Railroads 1882-1911","VAR 0037      03003E ON ALL 1R 882-911               MD= 1E-37
REF 0037         LOC  294 WIDTH  9             DK   5 COL 44-52
EXP DEC=  1

REVENUE TONS OF FREIGHT CARRIED ONE MILE, ALL RAILROADS
-------------------------------------------------------

NBER SERIES:  03003E
AREA COVERED:  U.S.
UNITS:  BILLIONS OF TON-MILES
ANNUAL COVERAGE:  1882-1911
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1890, P. XIII-XIV;
1891, P. 1; 1905, P.II; 1910, P. CVII-CIX; 1912, P.
CXXXIV-CXLVII

NOTES:  FISCAL YEARS OF COMPANIES REPORTING VARY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003f,"U.S. Revenue Per Freight Ton-Mile, Thirteen Railroads 1865-1890","VAR 0186      03003F NUE ER 1R 865-890               MD= 1E-37
REF 0186         LOC 1635 WIDTH  9             DK  26 COL 62-70
EXP DEC=  3

REVENUE PER FREIGHT TON-MILE, THIRTEEN RAILROADS
------------------------------------------------

NBER SERIES:  03003F
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  1865-1890
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1888, PP. XXVII-XXIX;
1889, P. VIII; 1890; 1891.

NOTES:  DATA FOR 1865-1888 WERE COMPUTED BY ADDING FIGURES
FOR TON-MILES PRESENTED IN GROUPINGS OF SEVEN AND SIX
RAILROADS AND DIVIDING INTO FREIGHT EARNINGS FOR THE TWO
GROUPS (SEE SERIES 03003H AND 03003J).  DATA FOR 1889-1890
WERE COMPUTED FROM FREIGHT EARNINGS AND TON-MILES OF
THIRTEEN INDIVIDUAL RAILROADS.
DATA WERE REVISED IN 1887, BUT ARE PRESENTED AS ONE
VARIABLE.  THE FIGURES FOR 1887 AND 1888 MORE COMPARABLE TO
EARLIER DATA ARE .827 AND .783.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003g,"U.S. Freight Ton-Miles, Thirteen Railroads 1865-1890","VAR 0038      03003G THITEN 1R 865-890               MD= 1E-37
REF 0038         LOC  303 WIDTH  9             DK   5 COL 53-61
EXP DEC=  2

FREIGHT TON-MILES, THIRTEEN RAILROADS
-------------------------------------

NBER SERIES:  03003G
AREA COVERED:  U.S.
UNITS:  BILLIONS OF TON-MILES
ANNUAL COVERAGE:  1865-1890
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1888, PP. XXVII-XXIX;
1889, P. VIII; AND VOLUMES FOR 1890 AND 1891

NOTES:  DATA WERE COMPUTED BY ADDING TON-MILES FOR THE SIX
RAILROADS IN SERIES 03003K AND THE TON-MILES FOR THE SEVEN
RAILROADS IN SERIES 03003I.  DATA FOR 1887-1890 WERE
COMPUTED BY ADDING THE TON-MILES OF THE THIRTEEN INDIVIDUAL
RAILROADS.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003h,"U.S. Revenue Per Freight Ton-Mile, Seven Railroads","VAR 0204      03003H ER TON 1R 865-891               MD= 1E-37
REF 0204         LOC 1797 WIDTH  9             DK  29 COL 35-43
EXP DEC=  3

REVENUE PER FREIGHT TON-MILE, SEVEN RAILROADS
---------------------------------------------

NBER SERIES:  03003H
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1888, PP. XXVII-XXIX;
1889, P. VIII; 1890; 1891; 1892.

NOTES:  NBER CHECKED DATA BY DIVIDING FIGURES FOR FREIGHT
EARNINGS BY FIGURES FOR TON-MILES FOR THE GROUPING OF SEVEN
RAILROADS.
THE FIGURE FOR 1866 PRESENTED HERE (2.544) WAS COMPUTED
BY NBER; IT WAS GIVEN IN THE SOURCE AS 2.503.
DATA WERE REVISED IN 1887, BUT ARE PRESENTED HERE AS
ONE CONTINUOUS VARIABLE.  FIGURES FOR 1887 AND 1889 MORE
COMPARABLE TO EARLIER DATA ARE .718 AND .696 (THIS FIGURE
WAS COMPUTED BY NBER AS THE SOURCE GAVE .609).

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.
FILE COPIED TO A03003H.DB BY JROTH@NBER.ORG 5/11/2001

",03
a03003i,"U.S. Tons of Freight Carries One Mile, Seven Railroads 1865-1891","VAR 0039      03003I SEVEN  1R 865-891               MD= 1E-37
REF 0039         LOC  312 WIDTH  9             DK   5 COL 62-70
EXP DEC=  2

TONS OF FREIGHT CARRIES ONE MILE, SEVEN RAILROADS
-------------------------------------------------

NBER SERIES:  03003I
AREA COVERED:  U.S.
UNITS:  BILLIONS OF TON-MILES
ANNUAL COVERAGE:  1865-1891
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RALROADS, 1888, P. XXVII-XXIX;
1889, P. VIII; AND VOLUMES FOR 1890, 1891, AND 1892

NOTES:  THE SEVEN RAILROADS ARE:  (1)--PENNSYLVANIA RAILROAD
(2)--PITTSBURGH, FORT WAYNE, AND CHICAGO R.R. (3)--NEW YORK
CENTRAL R.R. (4)--LAKE SHORE R.R. (5)--MICHIGAN CENTRAL R.R.
(6)--BOSTON AND ALBANY R.R. (7)--NEW YORK,LAKE ERIE AND
WESTERN R.R.
DATA FOR 1887-91 WERE COMPUTED BY ADDING TON-MILES OF
THE SEVEN INDIVIDUAL RAILROADS.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003j,"U.S. Revenue Per Freight Ton-Mile, Six Railroads 1865-1890","VAR 0188      03003J ER SIX 1R 836-890               MD= 1E-37
REF 0188         LOC 1653 WIDTH  9             DK  27 COL 17-25
EXP DEC=  3

REVENUE PER FREIGHT TON-MILE, SIX RAILROADS
-------------------------------------------

NBER SERIES:  03003J
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  1865-1890
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1888, PP. XXVII-XXIX;
1889, P. VIII; 1890; 1891.

NOTES:  DATA FOR 1889-1890 WERE COMPUTED FROM FREIGHT
EARNINGS AND TON-MILE DATA OF INDIVIDUAL RAILROAD REPORTS.
NBER CHECKED DATA BY DIVIDING FIGURES FOR FREIGHT
EARNINGS BY TON-MILES FOR THE GROUP OF SIX RAILROADS.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03003k,"U.S. Freight Ton-Miles, Six Railroads 1865-1890","VAR 0040      03003K TONSIX 1R 865-890               MD= 1E-37
REF 0040         LOC  321 WIDTH  9             DK   5 COL 71-79


FREIGHT TON-MILES, SIX RAILROADS
--------------------------------

NBER SERIES:  03003K
AREA COVERED:  U.S.
UNITS:  MILLIONS OF TON-MILES
ANNUAL COVERAGE:  1865-1890
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  POOR'S MANUAL OF RAILROADS, 1888, PP. XXVII-XXIX;
1889, P. VIII, AND VOLUMES FOR 1890 AND 1891

NOTES:  THE SIX RAILROADS ARE--(1)--ILLINOIS CENTRAL
(2)--CHICAGO AND ALTON  (3)--CHICAGO AND ROCK ISLAND
(4)--CHICAGO, BURLINGTON, AND QUINCY  (5)--CHICAGO AND
NORTHWESTERN  (6)--CHICAGO, MILWAUKEE AND SAINT PAUL.
DATA FOR 1889-1890 WERE COMPUTED BY SUMMING THE
TON-MILES OF THE SIX INDIVIDUAL RAILROADS.

CHECKED MANUALLY; CORRECTED 1/15/94.


",03
a03005d,"Great Britain Tons of Freight Carried 1871-1913, 1919-1949","VAR 0019      03005D TON OF 1R 871-949               MD= 1E-37
REF 0019         LOC  132 WIDTH  9             DK   2 COL 71-79
EXP DEC=  1

TONS OF FREIGHT CARRIED
-----------------------

NBER SERIES:  03005D
AREA COVERED:  GREAT BRITAIN
UNITS:  MILLIONS OF LONG TONS
ANNUAL COVERAGE:  1871-1913, 1919-1949
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE

SOURCE:  DATA FOR 1871-1898:""GENERAL REPORT IN REGARD TO
THE SHARE, LOANOF THE RAILWAY COMPANIES OF THE UNITED
KINGDOM"", PARLIAMENTARY PAPERS, VOLUME LXVII, P. 14; VOLLME
LX, P. 17; VOLUME LVIII, P. 18; VOLUME LXV, P. 21; VOLUME
LXXXV, P. 22; DATA FOR 1899-1913 AND 1919-1935: ""RAILWAY
RETURNS"", 1908, P. XXXVIII; 1913, P. XXXVIII; 1922, P. 22;
1926, P. 22; 1931, P. 20; AND STATISTCAL ABSTRACT FOR THE
UNITED KINGDOM"", VOL. 80, P. 325;  DATA FOR 1936-1949:
""STATISTICAL ABSTRACT FOR THE UNITED KINGDOM"", 1936 AND
FOLLOWING YEARS

NOTES:  DATA INCLUDE MINERALS AND GENERAL MERCHANDISE, BUT
EXCLUDE LIVESTOCK.
DATA FOR 1898-1913 AND 1928-1935 WERE COMPUTED BY
ADDING BREAKDOWN ITEMS.
BEGINNING IN 1919, DATA REFER TO TONS OF FREIGHT
ORIGINATED.
DATA FOR 1919-1935 EXCLUDE THE MANCHESTER SHIP CANAL.
BEGINNING IN 1928, THE METHOD OF COMPILATION OF RAILWAY
COMPANIES ACCOUNTS CHANGED.  THE DATA, HOWEVER, FOR ALL
PRACTICAL PURPOSES REMAINS COMPARABLE.
DATA FOR 1938-1949 INCLUDE LIVESTOCK, HOWEVER, THE
AMOUNT IS SMALL.
DATA FOR 1948 ARE FOR BRITISH RAILWAYS ONLY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03007b,"France Railroad Freight Traffic, Interet General 1851, 1853-1935","VAR 0051      03007B GEN RA 1R 851-935               MD= 1E-37
REF 0051         LOC  420 WIDTH  9             DK   7 COL 44-52
EXP DEC=  2

RAILROAD FREIGHT TRAFFIC, INTERET GENERAL
-----------------------------------------

NBER SERIES:  03007B
AREA COVERED:  FRANCE
UNITS:  BILLIONS OF METRIC TON-KILOMETERS
ANNUAL COVERAGE:  1851, 1853-1935
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  STATISTIQUE DES CHEMINS DE FER FRANCAIS, 1910, PP.
367 AND 369; 1925, P. 76; 1935, P. 82.;  ANNUARIE
STATISTIQUE, 1936, PP. 94-95.

NOTES:  DATA EXCLUDE VEHICLES AND ANIMALS.
DATA FOR 1870-1919 EXCLUDE ALSACE LORRAINE.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03007c,"France Canal and River Freight Traffic 1847-1913, 1915-1937","VAR 0262      03007C RI VER 1R 847-937               MD= 1E-37
REF 0262         LOC 2319 WIDTH  9             DK  37 COL 53-61
EXP DEC=  2

CANAL AND RIVER FREIGHT TRAFFIC
-------------------------------

NBER SERIES:  03007C
AREA COVERED:  FRANCE
UNITS:  BILLIONS OF METRIC TON-KILOMETERS
ANNUAL COVERAGE:  1847-1913, 1915-1937
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  MINISTERE DES TRAVAUX PUBLIES, STATISTIQUE DE LA
NAVIGATION INTERIEURE, 1935, P. 65; ANNUAIRE STATISQUE,
1938, P. 129.

NOTES:  DATA ARE FOR STREAMS, RIVERS, LAKES, CANALS, AND
PONDS.
DATA FOR 1847-1869  AND 1920-1937 INCLUDE THE ALSACE
LORRAINE.
DATA FOR 1915-1919 ARE BASED ON INCOMPLETE RETURNS.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03010ca,"U.S. Revenue Per Passenger-Mile, All Railroads 1888-1916","VAR 0199      03010C ALL RA 1R 888-916               MD= 1E-37
REF 0199         LOC 1752 WIDTH  9             DK  28 COL 53-61
EXP DEC=  3

REVENUE PER PASSENGER-MILE, ALL RAILROADS
-----------------------------------------

NBER SERIES:  03010C
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  1888-1916
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION,""STATISTICS OF
RAILWAYS"", DATA FOR 1888-1889:  1893 EDITION, P.63; DATA FOR
1890-1916:  1926, NO. 53, PP. CI-CII; 1939, NO. 53, PP.
5-113.

NOTES:  SERIES 03010C IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1888-1916  (2)--ORIGINAL
DATA, 1916-1935.
DATA ARE FOR FISCAL YEARS.
DATA FOR 1908-1916 EXCLUDE SWITCHING AND TERMINAL
COMPANIES.
DATA FOR 1913-1916 INCLUDE CLASS I AND II RAILROADS
ONLY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03010cb,"U.S. Revenue Per Passenger-Mile, All Railroads 1916-1935","VAR 0200      03010C ALL RA 1R 916-935               MD= 1E-37
REF 0200         LOC 1761 WIDTH  9             DK  28 COL 62-70
EXP DEC=  3

REVENUE PER PASSENGER-MILE, ALL RAILROADS
-----------------------------------------

NBER SERIES:  03010C
AREA COVERED:  U.S.
UNITS:  CENTS
ANNUAL COVERAGE:  1916-1935
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION,""STATISTICS OF
RAILWAYS"", 1926, NO.53, PP. CI-CII; 1939, NO. 53, PP. 5-113.

NOTES:  SERIES 03010C IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1888-1916  (2)--ORIGINAL
DATA, 1916-1935.
DATA ARE FOR CALENDAR YEARS.
DATA EXCLUDE SWITCHING AND TERMINAL COMPANIES.
DATA INCLUDE CLASS I AND II RAILROADS ONLY (EXCLUDING
CLASS III).

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03010da,U.S. Railroad Passengers Carried One Mile 1889-1916,"VAR 0060      03010D IL CAR 1R 890-916               MD= 1E-37
REF 0060         LOC  501 WIDTH  9             DK   8 COL 62-70
EXP DEC=  1

RAILROAD PASSENGERS CARRIED ONE MILE
------------------------------------

NBER SERIES:  03010D
AREA COVERED:  U.S.
UNITS:  BILLIONS OF PASSENGER-MILES
ANNUAL COVERAGE:  1889-1916
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION, STATISTICS OF
RAILWAYS, 1889, P. 51; AND 1926

NOTES:  SERIES 03010D IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1889-1916  (2)--ORIGINAL
DATA, 1916-1935.
THE YEAR FOR 1889-1916 ENDED ON JUNE 30.  DATA COVER
FIGURES FOR RAILROAD CLASSES I, II, III, HOWEVER, BEGINNING
IN 1908, SWITCHING AND TERMINAL COMPANIES ARE EXCLUDED.
DATA WERE CHECKED WITH""PRODUCTION TRENDS.""  POOR'S
RAILROAD MANUAL GIVES 12.0 AS THE FIGURE FOR 1889.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
a03010db,U.S. Railroad Passengers Carried One Mile 1916-1935,"VAR 0061      03010D IL CAR 1R 916-935               MD= 1E-37
REF 0061         LOC  510 WIDTH  9             DK   8 COL 71-79
EXP DEC=  1

RAILROAD PASSENGERS CARRIED ONE MILE
------------------------------------

NBER SERIES:  03010D
AREA COVERED:  U.S.
UNITS:  BILLIONS OF PASSENGER-MILES
ANNUAL COVERAGE:  1916-1935
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  NONE
SEASONAL ADJUSTMENT:  NONE
SOURCE:  INTERSTATE COMMERCE COMMISSION, STATISTICS OF
RAILWAYS, 1935, STATEMENTS NO. 53

NOTES:  SERIES 03010D IS PRESENTED HERE AS TWO
VARIABLES--(1)--ORIGINAL DATA, 1889-1916  (2)--ORIGINAL
DATA, 1916-1935.
BEGINNING IN 1916, THE YEAR ENDED ON DECEMBER 31.  DATA
COVER FIGURES FOR RAILROAD CLASSES I, II, AND III, EXCLUDING
SWITCHING AND TERMINAL COMPANIES.  DATA WERE CHECKED WITH
""PRODUCTION TRENDS.""

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",03
